 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.6940  27.8131   0.3150   1.9625  0.16028E+04  0.16029E+04 -0.26660E-01  0.17357E+04  0.24054E-02  0.36490E+02  0.16992E+04  0.10000E+01
    5.0140   1.6940  29.1354   0.3450   2.1494  0.12156E+04  0.12157E+04 -0.81271E-01  0.13003E+04  0.59821E-03  0.26137E+02  0.12742E+04  0.10000E+01
    5.0140   1.6940  30.4050   0.3750   2.3363  0.92495E+03  0.92503E+03 -0.78160E-01  0.97851E+03  0.14754E-03  0.18992E+02  0.95952E+03  0.10000E+01
    5.0140   1.6940  31.8282   0.4100   2.5543  0.67424E+03  0.67428E+03 -0.35470E-01  0.70510E+03  0.28294E-04  0.13290E+02  0.69181E+03  0.10000E+01
    5.0140   1.6940  33.5784   0.4550   2.8347  0.45059E+03  0.45051E+03  0.83130E-01  0.46491E+03  0.32552E-05  0.85921E+01  0.45632E+03  0.10000E+01
    5.0140   1.6940  35.9733   0.5200   3.2397  0.25208E+03  0.25177E+03  0.30683E+00  0.25562E+03  0.12990E-06  0.48802E+01  0.25074E+03  0.10000E+01
    5.0140   1.5990  20.6007   0.1600   1.0253  0.68828E+04  0.68775E+04  0.52976E+01  0.82352E+04  0.38981E+01  0.28479E+03  0.79465E+04  0.10000E+01
    5.0140   1.5990  21.5558   0.1750   1.1215  0.57200E+04  0.57160E+04  0.40475E+01  0.67662E+04  0.17901E+01  0.22186E+03  0.65426E+04  0.10000E+01
    5.0140   1.5990  22.1707   0.1850   1.1856  0.50823E+04  0.50789E+04  0.33516E+01  0.59689E+04  0.10781E+01  0.18933E+03  0.57785E+04  0.10000E+01
    5.0140   1.5990  22.7698   0.1950   1.2496  0.45322E+04  0.45294E+04  0.27523E+01  0.52862E+04  0.65440E+00  0.16236E+03  0.51232E+04  0.10000E+01
    5.0140   1.5990  23.3544   0.2050   1.3137  0.40548E+04  0.40526E+04  0.22385E+01  0.46980E+04  0.39988E+00  0.13988E+03  0.45577E+04  0.10000E+01
    5.0140   1.5990  23.9254   0.2150   1.3778  0.36384E+04  0.36366E+04  0.18004E+01  0.41887E+04  0.24578E+00  0.12105E+03  0.40674E+04  0.10000E+01
    5.0140   1.5990  24.4839   0.2250   1.4419  0.32733E+04  0.32718E+04  0.14288E+01  0.37451E+04  0.15179E+00  0.10516E+03  0.36398E+04  0.10000E+01
    5.0140   1.5990  25.0307   0.2350   1.5060  0.29515E+04  0.29504E+04  0.11154E+01  0.33568E+04  0.94123E-01  0.91688E+02  0.32650E+04  0.10000E+01
    5.0140   1.5990  25.5666   0.2450   1.5701  0.26668E+04  0.26659E+04  0.85281E+00  0.30154E+04  0.58561E-01  0.80205E+02  0.29351E+04  0.10000E+01
    5.0140   1.5990  26.0921   0.2550   1.6341  0.24138E+04  0.24132E+04  0.63450E+00  0.27140E+04  0.36540E-01  0.70377E+02  0.26436E+04  0.10000E+01
    5.0140   1.5990  26.6081   0.2650   1.6982  0.21880E+04  0.21875E+04  0.45445E+00  0.24468E+04  0.22847E-01  0.61925E+02  0.23849E+04  0.10000E+01
    5.0140   1.5990  27.1148   0.2750   1.7623  0.19859E+04  0.19856E+04  0.30762E+00  0.22092E+04  0.14312E-01  0.54637E+02  0.21546E+04  0.10000E+01
    5.0140   1.5990  27.8590   0.2900   1.8584  0.17207E+04  0.17205E+04  0.13960E+00  0.18998E+04  0.71110E-02  0.45488E+02  0.18543E+04  0.10000E+01
    5.0140   1.5990  29.0604   0.3150   2.0186  0.13606E+04  0.13607E+04 -0.16750E-01  0.14849E+04  0.22221E-02  0.33921E+02  0.14510E+04  0.10000E+01
    5.0140   1.5990  30.4447   0.3450   2.2109  0.10316E+04  0.10317E+04 -0.59293E-01  0.11117E+04  0.54930E-03  0.24293E+02  0.10874E+04  0.10000E+01
    5.0140   1.5990  31.7743   0.3750   2.4031  0.78467E+03  0.78473E+03 -0.58278E-01  0.83609E+03  0.13460E-03  0.17640E+02  0.81845E+03  0.10000E+01
    5.0140   1.5990  33.2651   0.4100   2.6274  0.57172E+03  0.57175E+03 -0.27642E-01  0.60199E+03  0.25616E-04  0.12324E+02  0.58966E+03  0.10000E+01
    5.0140   1.5990  35.0993   0.4550   2.9158  0.38167E+03  0.38161E+03  0.60745E-01  0.39644E+03  0.29158E-05  0.79519E+01  0.38849E+03  0.10000E+01
